;NOME MUNICÍPIO;UF;MÊS DISPONIBILIZAÇÃO;CÓDIGO MUNICÍPIO IBGE;soma_valor_beneficio;count_valor_beneficio;concatenar
46857;TEOLANDIA;BA;202007;11726432.0;1588800;2547;202007TEOLANDIABA
46858;TEOLANDIA;BA;202008;14658040.0;1328400;2123;202008TEOLANDIABA
46859;TEOLANDIA;BA;202009;17589648.0;1651800;2750;202009TEOLANDIABA
46860;TEOLANDIA;BA;202010;20521256.0;943800;2501;202010TEOLANDIABA
46861;TEOLANDIA;BA;202011;23452864.0;1365300;4011;202011TEOLANDIABA
46862;TEOLANDIA;BA;202012;23452864.0;1296900;4091;202012TEOLANDIABA
46863;TEOTONIO VILELA;AL;202004;2709152.0;2951400;4507;202004TEOTONIO VILELAAL
46864;TEOTONIO VILELA;AL;202005;5418304.0;3741000;5741;202005TEOTONIO VILELAAL
46865;TEOTONIO VILELA;AL;202006;8127456.0;1521600;2330;202006TEOTONIO VILELAAL
46866;TEOTONIO VILELA;AL;202007;10836608.0;3847800;5907;202007TEOTONIO VILELAAL
46867;TEOTONIO VILELA;AL;202008;13545760.0;3126000;4790;202008TEOTONIO VILELAAL
46868;TEOTONIO VILELA;AL;202009;16254912.0;4017900;6337;202009TEOTONIO VILELAAL
46869;TEOTONIO VILELA;AL;202010;18964064.0;2315100;5601;202010TEOTONIO VILELAAL
46870;TEOTONIO VILELA;AL;202011;21673216.0;3222900;8911;202011TEOTONIO VILELAAL
46871;TEOTONIO VILELA;AL;202012;24382368.0;2878200;8472;202012TEOTONIO VILELAAL
46872;TERENOS;MS;202004;5008008.0;1782000;2662;202004TERENOSMS
46873;TERENOS;MS;202005;10016016.0;2281200;3425;202005TERENOSMS
46874;TERENOS;MS;202006;15024024.0;1004400;1508;202006TERENOSMS
46875;TERENOS;MS;202007;20032032.0;2395800;3601;202007TERENOSMS
46876;TERENOS;MS;202008;25040040.0;1968000;2968;202008TERENOSMS
46877;TERENOS;MS;202009;30048048.0;2543700;3925;202009TERENOSMS
46878;TERENOS;MS;202010;35056056.0;1501800;3482;202010TERENOSMS
46879;TERENOS;MS;202011;40064064.0;2095500;5570;202011TERENOSMS
46880;TERENOS;MS;202012;45072072.0;1891200;5520;202012TERENOSMS
46881;TERESINA;PI;202004;2211001.0;80371200;120499;202004TERESINAPI
46882;TERESINA;PI;202005;4422002.0;110062800;167042;202005TERESINAPI
46883;TERESINA;PI;202006;6633003.0;50218800;76556;202006TERESINAPI
46884;TERESINA;PI;202007;8844004.0;116859000;177415;202007TERESINAPI
46885;TERESINA;PI;202008;11055005.0;99580200;151462;202008TERESINAPI
46886;TERESINA;PI;202009;13266006.0;125963100;196889;202009TERESINAPI
46887;TERESINA;PI;202010;15477007.0;78039900;174794;202010TERESINAPI
46888;TERESINA;PI;202011;17688008.0;105734700;279510;202011TERESINAPI
46889;TERESINA;PI;202012;19899009.0;96995400;281551;202012TERESINAPI
46890;TERESINA DE GOIAS;GO;202004;5221080.0;222600;341;202004TERESINA DE GOIASGO
46891;TERESINA DE GOIAS;GO;202005;10442160.0;261600;405;202005TERESINA DE GOIASGO
46892;TERESINA DE GOIAS;GO;202006;15663240.0;93600;147;202006TERESINA DE GOIASGO
46893;TERESINA DE GOIAS;GO;202007;20884320.0;271800;420;202007TERESINA DE GOIASGO
46894;TERESINA DE GOIAS;GO;202008;26105400.0;213600;329;202008TERESINA DE GOIASGO
46895;TERESINA DE GOIAS;GO;202009;31326480.0;264300;422;202009TERESINA DE GOIASGO
46896;TERESINA DE GOIAS;GO;202010;31326480.0;138900;369;202010TERESINA DE GOIASGO
46897;TERESINA DE GOIAS;GO;202011;41768640.0;205800;594;202011TERESINA DE GOIASGO
46898;TERESINA DE GOIAS;GO;202012;36547560.0;205500;614;202012TERESINA DE GOIASGO
46899;TERESOPOLIS;RJ;202004;3305802.0;17540400;26356;202004TERESOPOLISRJ
46900;TERESOPOLIS;RJ;202005;6611604.0;24344400;36954;202005TERESOPOLISRJ
46901;TERESOPOLIS;RJ;202006;9917406.0;11575800;17701;202006TERESOPOLISRJ
46902;TERESOPOLIS;RJ;202007;13223208.0;25994400;39503;202007TERESOPOLISRJ
46903;TERESOPOLIS;RJ;202008;16529010.0;21897600;33299;202008TERESOPOLISRJ
46904;TERESOPOLIS;RJ;202009;19834812.0;28351800;44239;202009TERESOPOLISRJ
46905;TERESOPOLIS;RJ;202010;23140614.0;18011400;39836;202010TERESOPOLISRJ
46906;TERESOPOLIS;RJ;202011;26446416.0;24231900;63912;202011TERESOPOLISRJ
46907;TERESOPOLIS;RJ;202012;29752218.0;21815100;63439;202012TERESOPOLISRJ
46908;TEREZINHA;PE;202004;2615102.0;389400;623;202004TEREZINHAPE
46909;TEREZINHA;PE;202005;5230204.0;460800;737;202005TEREZINHAPE
46910;TEREZINHA;PE;202006;7845306.0;168000;269;202006TEREZINHAPE
46911;TEREZINHA;PE;202007;10460408.0;478800;766;202007TEREZINHAPE
46912;TEREZINHA;PE;202008;13075510.0;385200;610;202008TEREZINHAPE
46913;TEREZINHA;PE;202009;15690612.0;503100;819;202009TEREZINHAPE
46914;TEREZINHA;PE;202010;18305714.0;267600;712;202010TEREZINHAPE
46915;TEREZINHA;PE;202011;18305714.0;404700;1187;202011TEREZINHAPE
46916;TEREZINHA;PE;202012;18305714.0;371100;1156;202012TEREZINHAPE
46917;TEREZOPOLIS DE GOIAS;GO;202004;5221197.0;810600;1254;202004TEREZOPOLIS DE GOIASGO
46918;TEREZOPOLIS DE GOIAS;GO;202005;10442394.0;1071600;1669;202005TEREZOPOLIS DE GOIASGO
46919;TEREZOPOLIS DE GOIAS;GO;202006;15663591.0;442800;681;202006TEREZOPOLIS DE GOIASGO
46920;TEREZOPOLIS DE GOIAS;GO;202007;20884788.0;1116600;1741;202007TEREZOPOLIS DE GOIASGO
46921;TEREZOPOLIS DE GOIAS;GO;202008;26105985.0;933600;1459;202008TEREZOPOLIS DE GOIASGO
46922;TEREZOPOLIS DE GOIAS;GO;202009;31327182.0;1208100;1913;202009TEREZOPOLIS DE GOIASGO
46923;TEREZOPOLIS DE GOIAS;GO;202010;36548379.0;729300;1713;202010TEREZOPOLIS DE GOIASGO
46924;TEREZOPOLIS DE GOIAS;GO;202011;41769576.0;1006800;2730;202011TEREZOPOLIS DE GOIASGO
46925;TEREZOPOLIS DE GOIAS;GO;202012;46990773.0;969300;2867;202012TEREZOPOLIS DE GOIASGO
46926;TERRA ALTA;PA;202004;1507961.0;1036800;1596;202004TERRA ALTAPA
46927;TERRA ALTA;PA;202005;3015922.0;1176600;1815;202005TERRA ALTAPA
46928;TERRA ALTA;PA;202006;4523883.0;429000;676;202006TERRA ALTAPA
46929;TERRA ALTA;PA;202007;6031844.0;1214400;1876;202007TERRA ALTAPA
46930;TERRA ALTA;PA;202008;7539805.0;1015800;1562;202008TERRA ALTAPA
46931;TERRA ALTA;PA;202009;9047766.0;1245000;1991;202009TERRA ALTAPA
46932;TERRA ALTA;PA;202010;10555727.0;681900;1794;202010TERRA ALTAPA
46933;TERRA ALTA;PA;202011;12063688.0;996900;2815;202011TERRA ALTAPA
46934;TERRA ALTA;PA;202012;12063688.0;966000;2909;202012TERRA ALTAPA
46935;TERRA BOA;PR;202004;4127205.0;1358400;2102;202004TERRA BOAPR
46936;TERRA BOA;PR;202005;8254410.0;1960200;3057;202005TERRA BOAPR
46937;TERRA BOA;PR;202006;12381615.0;958800;1498;202006TERRA BOAPR
46938;TERRA BOA;PR;202007;16508820.0;2095800;3265;202007TERRA BOAPR
46939;TERRA BOA;PR;202008;20636025.0;1874400;2922;202008TERRA BOAPR
46940;TERRA BOA;PR;202009;24763230.0;2353500;3760;202009TERRA BOAPR
46941;TERRA BOA;PR;202010;28890435.0;1520700;3359;202010TERRA BOAPR
46942;TERRA BOA;PR;202011;33017640.0;1962300;5194;202011TERRA BOAPR
46943;TERRA BOA;PR;202012;37144845.0;1808700;5306;202012TERRA BOAPR
46944;TERRA DE AREIA;RS;202004;4321436.0;882000;1326;202004TERRA DE AREIARS
46945;TERRA DE AREIA;RS;202005;8642872.0;1202400;1823;202005TERRA DE AREIARS
46946;TERRA DE AREIA;RS;202006;12964308.0;602400;899;202006TERRA DE AREIARS
46947;TERRA DE AREIA;RS;202007;17285744.0;1300200;1968;202007TERRA DE AREIARS
46948;TERRA DE AREIA;RS;202008;21607180.0;1102200;1675;202008TERRA DE AREIARS
46949;TERRA DE AREIA;RS;202009;25928616.0;1501800;2336;202009TERRA DE AREIARS
46950;TERRA DE AREIA;RS;202010;30250052.0;936000;2057;202010TERRA DE AREIARS
46951;TERRA DE AREIA;RS;202011;34571488.0;1269900;3231;202011TERRA DE AREIARS
46952;TERRA DE AREIA;RS;202012;38892924.0;1163100;3290;202012TERRA DE AREIARS
46953;TERRA NOVA;BA;202004;2931707.0;722400;1114;202004TERRA NOVABA
46954;TERRA NOVA;BA;202005;5863414.0;827400;1282;202005TERRA NOVABA
46955;TERRA NOVA;BA;202006;8795121.0;279600;435;202006TERRA NOVABA
46956;TERRA NOVA;BA;202007;11726828.0;853800;1325;202007TERRA NOVABA
46957;TERRA NOVA;BA;202008;14658535.0;699000;1080;202008TERRA NOVABA
46958;TERRA NOVA;BA;202009;17590242.0;869700;1391;202009TERRA NOVABA
46959;TERRA NOVA;BA;202010;20521949.0;480300;1243;202010TERRA NOVABA
46960;TERRA NOVA;BA;202011;23453656.0;702600;1963;202011TERRA NOVABA
46961;TERRA NOVA;BA;202012;26385363.0;667200;1952;202012TERRA NOVABA
46962;TERRA NOVA;PE;202004;2615201.0;610800;997;202004TERRA NOVAPE
46963;TERRA NOVA;PE;202005;5230402.0;711600;1159;202005TERRA NOVAPE
46964;TERRA NOVA;PE;202006;7845603.0;278400;452;202006TERRA NOVAPE
46965;TERRA NOVA;PE;202007;10460804.0;740400;1205;202007TERRA NOVAPE
46966;TERRA NOVA;PE;202008;13076005.0;582000;945;202008TERRA NOVAPE
46967;TERRA NOVA;PE;202009;15691206.0;770400;1287;202009TERRA NOVAPE
46968;TERRA NOVA;PE;202010;18306407.0;390900;1073;202010TERRA NOVAPE
46969;TERRA NOVA;PE;202011;20921608.0;591300;1741;202011TERRA NOVAPE
46970;TERRA NOVA;PE;202012;23536809.0;525600;1660;202012TERRA NOVAPE
46971;TERRA NOVA DO NORTE;MT;202004;5108055.0;1063200;1595;202004TERRA NOVA DO NORTEMT
46972;TERRA NOVA DO NORTE;MT;202005;10216110.0;1474800;2220;202005TERRA NOVA DO NORTEMT
46973;TERRA NOVA DO NORTE;MT;202006;15324165.0;703800;1057;202006TERRA NOVA DO NORTEMT
46974;TERRA NOVA DO NORTE;MT;202007;20432220.0;1570200;2364;202007TERRA NOVA DO NORTEMT
46975;TERRA NOVA DO NORTE;MT;202008;25540275.0;1329000;2006;202008TERRA NOVA DO NORTEMT
46976;TERRA NOVA DO NORTE;MT;202009;30648330.0;1714200;2653;202009TERRA NOVA DO NORTEMT
46977;TERRA NOVA DO NORTE;MT;202010;35756385.0;1057500;2348;202010TERRA NOVA DO NORTEMT
46978;TERRA NOVA DO NORTE;MT;202011;40864440.0;1452600;3762;202011TERRA NOVA DO NORTEMT
46979;TERRA NOVA DO NORTE;MT;202012;45972495.0;1267500;3672;202012TERRA NOVA DO NORTEMT
46980;TERRA RICA;PR;202004;4127304.0;1518600;2327;202004TERRA RICAPR
46981;TERRA RICA;PR;202005;8254608.0;2029200;3135;202005TERRA RICAPR
46982;TERRA RICA;PR;202006;12381912.0;931200;1441;202006TERRA RICAPR
46983;TERRA RICA;PR;202007;16509216.0;2125800;3285;202007TERRA RICAPR
46984;TERRA RICA;PR;202008;20636520.0;1785000;2763;202008TERRA RICAPR
46985;TERRA RICA;PR;202009;24763824.0;2295300;3642;202009TERRA RICAPR
46986;TERRA RICA;PR;202010;28891128.0;1380300;3193;202010TERRA RICAPR
46987;TERRA RICA;PR;202011;33018432.0;1877700;5076;202011TERRA RICAPR
46988;TERRA RICA;PR;202012;37145736.0;1701900;5055;202012TERRA RICAPR
46989;TERRA ROXA;PR;202004;4127403.0;1799400;2708;202004TERRA ROXAPR
46990;TERRA ROXA;PR;202005;8254806.0;2453400;3716;202005TERRA ROXAPR
46991;TERRA ROXA;PR;202006;12382209.0;1133400;1728;202006TERRA ROXAPR
46992;TERRA ROXA;PR;202007;16509612.0;2625000;3979;202007TERRA ROXAPR
46993;TERRA ROXA;PR;202008;20637015.0;2244600;3419;202008TERRA ROXAPR
46994;TERRA ROXA;PR;202009;24764418.0;2853600;4437;202009TERRA ROXAPR
46995;TERRA ROXA;PR;202010;28891821.0;1767300;3936;202010TERRA ROXAPR
46996;TERRA ROXA;PR;202011;33019224.0;2331300;6159;202011TERRA ROXAPR
46997;TERRA ROXA;PR;202012;37146627.0;2126100;6192;202012TERRA ROXAPR
46998;TERRA ROXA;SP;202004;3554409.0;588000;887;202004TERRA ROXASP
46999;TERRA ROXA;SP;202005;7108818.0;849000;1276;202005TERRA ROXASP
47000;TERRA ROXA;SP;202006;10663227.0;390000;581;202006TERRA ROXASP
47001;TERRA ROXA;SP;202007;14217636.0;895800;1350;202007TERRA ROXASP
47002;TERRA ROXA;SP;202008;17772045.0;783600;1182;202008TERRA ROXASP
47003;TERRA ROXA;SP;202009;21326454.0;990900;1519;202009TERRA ROXASP
47004;TERRA ROXA;SP;202010;24880863.0;558000;1177;202010TERRA ROXASP
47005;TERRA ROXA;SP;202011;28435272.0;741600;1855;202011TERRA ROXASP
47006;TERRA ROXA;SP;202012;31989681.0;634200;1809;202012TERRA ROXASP
47007;TERRA SANTA;PA;202004;1507979.0;1494600;2233;202004TERRA SANTAPA
47008;TERRA SANTA;PA;202005;3015958.0;1819800;2730;202005TERRA SANTAPA
47009;TERRA SANTA;PA;202006;4523937.0;748800;1108;202006TERRA SANTAPA
47010;TERRA SANTA;PA;202007;6031916.0;1892400;2839;202007TERRA SANTAPA
47011;TERRA SANTA;PA;202008;7539895.0;1565400;2357;202008TERRA SANTAPA
47012;TERRA SANTA;PA;202009;9047874.0;1971900;3050;202009TERRA SANTAPA
47013;TERRA SANTA;PA;202010;10555853.0;1059300;2541;202010TERRA SANTAPA
47014;TERRA SANTA;PA;202011;12063832.0;1439100;3884;202011TERRA SANTAPA
47015;TERRA SANTA;PA;202012;13571811.0;1345800;3946;202012TERRA SANTAPA
47016;TESOURO;MT;202004;5108105.0;286800;436;202004TESOUROMT
47017;TESOURO;MT;202005;10216210.0;349200;535;202005TESOUROMT
47018;TESOURO;MT;202006;15324315.0;127200;196;202006TESOUROMT
47019;TESOURO;MT;202007;20432420.0;349800;537;202007TESOUROMT
47020;TESOURO;MT;202008;25540525.0;292800;453;202008TESOUROMT
47021;TESOURO;MT;202009;30648630.0;358500;573;202009TESOUROMT
47022;TESOURO;MT;202010;35756735.0;202500;520;202010TESOUROMT
47023;TESOURO;MT;202011;40864840.0;273600;765;202011TESOUROMT
47024;TESOURO;MT;202012;45972945.0;257700;755;202012TESOUROMT
47025;TEUTONIA;RS;202004;4321451.0;1757400;2600;202004TEUTONIARS
47026;TEUTONIA;RS;202005;8642902.0;2355600;3530;202005TEUTONIARS
47027;TEUTONIA;RS;202006;12964353.0;1161600;1746;202006TEUTONIARS
47028;TEUTONIA;RS;202007;17285804.0;2565600;3852;202007TEUTONIARS
47029;TEUTONIA;RS;202008;21607255.0;2275800;3392;202008TEUTONIARS
47030;TEUTONIA;RS;202009;25928706.0;3021000;4643;202009TEUTONIARS
47031;TEUTONIA;RS;202010;30250157.0;1830900;3962;202010TEUTONIARS
47032;TEUTONIA;RS;202011;34571608.0;2482200;6214;202011TEUTONIARS
47033;TEUTONIA;RS;202012;38893059.0;2258400;6084;202012TEUTONIARS
47034;THEOBROMA;RO;202004;1101609.0;997800;1563;202004THEOBROMARO
47035;THEOBROMA;RO;202005;2203218.0;1289400;2020;202005THEOBROMARO
47036;THEOBROMA;RO;202006;3304827.0;569400;892;202006THEOBROMARO
47037;THEOBROMA;RO;202007;4406436.0;1410000;2205;202007THEOBROMARO
47038;THEOBROMA;RO;202008;5508045.0;1185000;1846;202008THEOBROMARO
47039;THEOBROMA;RO;202009;6609654.0;1479900;2375;202009THEOBROMARO
47040;THEOBROMA;RO;202010;7711263.0;869700;2090;202010THEOBROMARO
47041;THEOBROMA;RO;202011;8812872.0;1209300;3322;202011THEOBROMARO
47042;THEOBROMA;RO;202012;9914481.0;1093500;3343;202012THEOBROMARO
47043;TIANGUA;CE;202004;2313401.0;6623400;10325;202004TIANGUACE
47044;TIANGUA;CE;202005;4626802.0;8314800;13017;202005TIANGUACE
47045;TIANGUA;CE;202006;6940203.0;3406800;5329;202006TIANGUACE
47046;TIANGUA;CE;202007;9253604.0;8571600;13412;202007TIANGUACE
47047;TIANGUA;CE;202008;11567005.0;6937200;10855;202008TIANGUACE
47048;TIANGUA;CE;202009;13880406.0;8895600;14356;202009TIANGUACE
47049;TIANGUA;CE;202010;16193807.0;5193900;12985;202010TIANGUACE
47050;TIANGUA;CE;202011;18507208.0;7372800;20867;202011TIANGUACE
47051;TIANGUA;CE;202012;20820609.0;6880200;20881;202012TIANGUACE
47052;TIBAGI;PR;202004;4127502.0;1614600;2439;202004TIBAGIPR
47053;TIBAGI;PR;202005;8255004.0;2133000;3233;202005TIBAGIPR
47054;TIBAGI;PR;202006;12382506.0;934200;1426;202006TIBAGIPR
47055;TIBAGI;PR;202007;16510008.0;2209800;3351;202007TIBAGIPR
47056;TIBAGI;PR;202008;20637510.0;1896600;2874;202008TIBAGIPR
47057;TIBAGI;PR;202009;24765012.0;2382900;3716;202009TIBAGIPR
47058;TIBAGI;PR;202010;28892514.0;1430100;3292;202010TIBAGIPR
47059;TIBAGI;PR;202011;33020016.0;1947000;5149;202011TIBAGIPR
47060;TIBAGI;PR;202012;37147518.0;1764600;5083;202012TIBAGIPR
47061;TIBAU;RN;202004;2411056.0;693600;1078;202004TIBAURN
47062;TIBAU;RN;202005;4822112.0;891600;1392;202005TIBAURN
47063;TIBAU;RN;202006;7233168.0;384600;594;202006TIBAURN
47064;TIBAU;RN;202007;9644224.0;924600;1441;202007TIBAURN
47065;TIBAU;RN;202008;12055280.0;750000;1169;202008TIBAURN
47066;TIBAU;RN;202009;14466336.0;989400;1574;202009TIBAURN
47067;TIBAU;RN;202010;16877392.0;579000;1399;202010TIBAURN
47068;TIBAU;RN;202011;19288448.0;802200;2222;202011TIBAURN
47069;TIBAU;RN;202012;19288448.0;745200;2244;202012TIBAURN
47070;TIBAU DO SUL;RN;202004;2414209.0;1809600;2722;202004TIBAU DO SULRN
47071;TIBAU DO SUL;RN;202005;4828418.0;2407200;3641;202005TIBAU DO SULRN
47072;TIBAU DO SUL;RN;202006;7242627.0;1162800;1763;202006TIBAU DO SULRN
47073;TIBAU DO SUL;RN;202007;9656836.0;2579400;3921;202007TIBAU DO SULRN
47074;TIBAU DO SUL;RN;202008;12071045.0;2247000;3414;202008TIBAU DO SULRN
47075;TIBAU DO SUL;RN;202009;14485254.0;2874600;4476;202009TIBAU DO SULRN
47076;TIBAU DO SUL;RN;202010;16899463.0;1827900;4062;202010TIBAU DO SULRN
47077;TIBAU DO SUL;RN;202011;19313672.0;2527800;6581;202011TIBAU DO SULRN
47078;TIBAU DO SUL;RN;202012;21727881.0;2273400;6597;202012TIBAU DO SULRN
47079;TIETE;SP;202004;3554508.0;2802000;4193;202004TIETESP
47080;TIETE;SP;202005;7109016.0;3970200;6019;202005TIETESP
47081;TIETE;SP;202006;10663524.0;1969800;2973;202006TIETESP
47082;TIETE;SP;202007;14218032.0;4252200;6447;202007TIETESP
47083;TIETE;SP;202008;17772540.0;3621000;5490;202008TIETESP
47084;TIETE;SP;202009;21327048.0;4724700;7337;202009TIETESP
47085;TIETE;SP;202010;24881556.0;3066000;6604;202010TIETESP
47086;TIETE;SP;202011;28436064.0;4059000;10356;202011TIETESP
47087;TIETE;SP;202012;31990572.0;3533700;10000;202012TIETESP
47088;TIGRINHOS;SC;202004;4217956.0;138000;208;202004TIGRINHOSSC
47089;TIGRINHOS;SC;202005;8435912.0;199800;308;202005TIGRINHOSSC
47090;TIGRINHOS;SC;202006;12653868.0;109200;168;202006TIGRINHOSSC
47091;TIGRINHOS;SC;202007;16871824.0;226800;344;202007TIGRINHOSSC
47092;TIGRINHOS;SC;202008;21089780.0;205200;308;202008TIGRINHOSSC
47093;TIGRINHOS;SC;202009;25307736.0;262500;405;202009TIGRINHOSSC
47094;TIGRINHOS;SC;202010;25307736.0;168300;350;202010TIGRINHOSSC
47095;TIGRINHOS;SC;202011;33743648.0;228000;560;202011TIGRINHOSSC
47096;TIGRINHOS;SC;202012;33743648.0;199800;561;202012TIGRINHOSSC
47097;TIJUCAS;SC;202004;4218004.0;3363600;4829;202004TIJUCASSC
47098;TIJUCAS;SC;202005;8436008.0;4867200;7120;202005TIJUCASSC
47099;TIJUCAS;SC;202006;12654012.0;2417400;3560;202006TIJUCASSC
47100;TIJUCAS;SC;202007;16872016.0;5272800;7719;202007TIJUCASSC
47101;TIJUCAS;SC;202008;21090020.0;4676400;6864;202008TIJUCASSC
47102;TIJUCAS;SC;202009;25308024.0;6136200;9233;202009TIJUCASSC
47103;TIJUCAS;SC;202010;29526028.0;4019700;8217;202010TIJUCASSC
47104;TIJUCAS;SC;202011;33744032.0;5237100;12737;202011TIJUCASSC
47105;TIJUCAS;SC;202012;37962036.0;4727700;12679;202012TIJUCASSC
47106;TIJUCAS DO SUL;PR;202004;4127601.0;1698600;2584;202004TIJUCAS DO SULPR
47107;TIJUCAS DO SUL;PR;202005;8255202.0;2231400;3430;202005TIJUCAS DO SULPR
47108;TIJUCAS DO SUL;PR;202006;12382803.0;918600;1398;202006TIJUCAS DO SULPR
47109;TIJUCAS DO SUL;PR;202007;16510404.0;2316600;3552;202007TIJUCAS DO SULPR
47110;TIJUCAS DO SUL;PR;202008;20638005.0;1929000;2973;202008TIJUCAS DO SULPR
47111;TIJUCAS DO SUL;PR;202009;24765606.0;2472000;3898;202009TIJUCAS DO SULPR
47112;TIJUCAS DO SUL;PR;202010;28893207.0;1468500;3473;202010TIJUCAS DO SULPR
47113;TIJUCAS DO SUL;PR;202011;33020808.0;2053200;5528;202011TIJUCAS DO SULPR
47114;TIJUCAS DO SUL;PR;202012;37148409.0;1894800;5576;202012TIJUCAS DO SULPR
47115;TIMBAUBA;PE;202004;2615300.0;5398800;8485;202004TIMBAUBAPE
47116;TIMBAUBA;PE;202005;5230600.0;6455400;10159;202005TIMBAUBAPE
47117;TIMBAUBA;PE;202006;7845900.0;2655600;4174;202006TIMBAUBAPE
47118;TIMBAUBA;PE;202007;10461200.0;6687600;10510;202007TIMBAUBAPE
47119;TIMBAUBA;PE;202008;13076500.0;5181600;8163;202008TIMBAUBAPE
47120;TIMBAUBA;PE;202009;15691800.0;6968100;11313;202009TIMBAUBAPE
47121;TIMBAUBA;PE;202010;18307100.0;3872700;9982;202010TIMBAUBAPE
47122;TIMBAUBA;PE;202011;20922400.0;5586300;16105;202011TIMBAUBAPE
47123;TIMBAUBA;PE;202012;23537700.0;5180400;15630;202012TIMBAUBAPE
47124;TIMBAUBA DOS BATISTAS;RN;202004;2414308.0;220200;351;202004TIMBAUBA DOS BATISTASRN
47125;TIMBAUBA DOS BATISTAS;RN;202005;4828616.0;250200;398;202005TIMBAUBA DOS BATISTASRN
47126;TIMBAUBA DOS BATISTAS;RN;202006;7242924.0;101400;163;202006TIMBAUBA DOS BATISTASRN
47127;TIMBAUBA DOS BATISTAS;RN;202007;9657232.0;256800;410;202007TIMBAUBA DOS BATISTASRN
47128;TIMBAUBA DOS BATISTAS;RN;202008;12071540.0;197400;315;202008TIMBAUBA DOS BATISTASRN
47129;TIMBAUBA DOS BATISTAS;RN;202009;14485848.0;258000;426;202009TIMBAUBA DOS BATISTASRN
47130;TIMBAUBA DOS BATISTAS;RN;202010;16900156.0;138300;381;202010TIMBAUBA DOS BATISTASRN
47131;TIMBAUBA DOS BATISTAS;RN;202011;16900156.0;203400;617;202011TIMBAUBA DOS BATISTASRN
47132;TIMBAUBA DOS BATISTAS;RN;202012;19314464.0;190200;601;202012TIMBAUBA DOS BATISTASRN
47133;TIMBE DO SUL;SC;202004;4218103.0;342000;518;202004TIMBE DO SULSC
47134;TIMBE DO SUL;SC;202005;8436206.0;498000;760;202005TIMBE DO SULSC
47135;TIMBE DO SUL;SC;202006;12654309.0;252600;392;202006TIMBE DO SULSC
47136;TIMBE DO SUL;SC;202007;16872412.0;552000;841;202007TIMBE DO SULSC
47137;TIMBE DO SUL;SC;202008;21090515.0;482400;737;202008TIMBE DO SULSC
47138;TIMBE DO SUL;SC;202009;25308618.0;625800;984;202009TIMBE DO SULSC
47139;TIMBE DO SUL;SC;202010;29526721.0;412800;893;202010TIMBE DO SULSC
47140;TIMBE DO SUL;SC;202011;33744824.0;549600;1372;202011TIMBE DO SULSC
47141;TIMBE DO SUL;SC;202012;37962927.0;485400;1403;202012TIMBE DO SULSC
47142;TIMBIRAS;MA;202004;2112100.0;1652400;2641;202004TIMBIRASMA
47143;TIMBIRAS;MA;202005;4224200.0;2074200;3320;202005TIMBIRASMA
47144;TIMBIRAS;MA;202006;6336300.0;771600;1225;202006TIMBIRASMA
47145;TIMBIRAS;MA;202007;8448400.0;2107200;3366;202007TIMBIRASMA
47146;TIMBIRAS;MA;202008;10560500.0;1797600;2875;202008TIMBIRASMA
47147;TIMBIRAS;MA;202009;12672600.0;2172000;3596;202009TIMBIRASMA
47148;TIMBIRAS;MA;202010;14784700.0;1235700;3199;202010TIMBIRASMA
47149;TIMBIRAS;MA;202011;16896800.0;1719600;4932;202011TIMBIRASMA
47150;TIMBIRAS;MA;202012;19008900.0;1689000;5253;202012TIMBIRASMA
47151;TIMBO;SC;202004;4218202.0;2125200;3146;202004TIMBOSC
47152;TIMBO;SC;202005;8436404.0;3137400;4711;202005TIMBOSC
47153;TIMBO;SC;202006;12654606.0;1608600;2428;202006TIMBOSC
47154;TIMBO;SC;202007;16872808.0;3420600;5142;202007TIMBOSC
47155;TIMBO;SC;202008;21091010.0;3038400;4559;202008TIMBOSC
47156;TIMBO;SC;202009;25309212.0;3987900;6127;202009TIMBOSC
47157;TIMBO;SC;202010;29527414.0;2649900;5454;202010TIMBOSC
47158;TIMBO;SC;202011;33745616.0;3444300;8391;202011TIMBOSC
47159;TIMBO;SC;202012;37963818.0;3078000;8340;202012TIMBOSC
47160;TIMBO GRANDE;SC;202004;4218251.0;440400;670;202004TIMBO GRANDESC
47161;TIMBO GRANDE;SC;202005;8436502.0;611400;928;202005TIMBO GRANDESC
47162;TIMBO GRANDE;SC;202006;12654753.0;295200;436;202006TIMBO GRANDESC
47163;TIMBO GRANDE;SC;202007;16873004.0;661800;1000;202007TIMBO GRANDESC
47164;TIMBO GRANDE;SC;202008;21091255.0;588000;882;202008TIMBO GRANDESC
47165;TIMBO GRANDE;SC;202009;25309506.0;741000;1140;202009TIMBO GRANDESC
47166;TIMBO GRANDE;SC;202010;29527757.0;475800;1026;202010TIMBO GRANDESC
47167;TIMBO GRANDE;SC;202011;33746008.0;622800;1580;202011TIMBO GRANDESC
47168;TIMBO GRANDE;SC;202012;37964259.0;549900;1562;202012TIMBO GRANDESC
47169;TIMBURI;SP;202004;3554607.0;202800;317;202004TIMBURISP
47170;TIMBURI;SP;202005;7109214.0;282600;443;202005TIMBURISP
47171;TIMBURI;SP;202006;10663821.0;124800;197;202006TIMBURISP
47172;TIMBURI;SP;202007;14218428.0;302400;474;202007TIMBURISP
47173;TIMBURI;SP;202008;17773035.0;252000;394;202008TIMBURISP
47174;TIMBURI;SP;202009;21327642.0;318300;513;202009TIMBURISP
